feedback_id,merchant_id,timestamp,text,sentiment_label,category,priority,resolved
FB001625,MFEA9C11C4AD9,2025-10-27,Integration issues caused downtime for our checkout.,negative,billing,low,True
FB001626,M505259756244,2025-05-07,Need clarification on the cross-border fee structure.,neutral,features,medium,True
FB001627,M4671AEAF49C7,2025-12-28,Inquiry about new features on the roadmap. Reference: TKT95745,neutral,features,medium,True
FB001628,MEB163727917C,2025-10-26,Great experience with the checkout process. Our conversion rate improved significantly.,positive,account,low,True
FB001629,M4EBD440D9950,2025-12-13,The dispute resolution process took too long and we lost money.,negative,general,low,True
FB001630,ME07BCEAB6952,2025-11-05,The new dashboard features are excellent for tracking our business metrics.,positive,technical,high,False
FB001631,M854D6FAE5EE4,2025-12-04,PayPal has been instrumental in helping us expand internationally.,positive,account,medium,True
FB001632,M5F93F983524D,2025-12-04,The dispute resolution process took too long and we lost money. Reference: TKT94739,negative,features,high,False
FB001633,MEA8FCD92D595,2025-03-30,Customer support response time needs improvement.,negative,features,high,True
FB001634,M59EB5DD36914,2025-11-11,Customer support resolved our issue quickly. Very satisfied with the service.,positive,account,medium,True
FB001635,M3416A75F4CEA,2025-09-18,Transaction fees are higher than competitors. Need better rates for our volume.,negative,general,low,True
FB001636,M748BA69D3E8D,2025-06-18,The dispute resolution process took too long and we lost money.,negative,disputes,low,True
FB001637,M0B7E926154C1,2025-03-04,Need clarification on the cross-border fee structure.,neutral,disputes,low,True
FB001638,MFAA9AFEA49EF,2025-08-17,The dispute resolution process took too long and we lost money. Reference: TKT40516,negative,features,medium,True
FB001639,M4079016D9402,2025-03-07,Great experience with the checkout process. Our conversion rate improved significantly.,positive,account,low,True
FB001640,M5249EE8E0CFF,2025-03-30,PayPal has been instrumental in helping us expand internationally. Reference: TKT20469,positive,features,low,True
FB001641,M15C00B5250DD,2025-12-25,Customer support resolved our issue quickly. Very satisfied with the service.,positive,general,low,True
FB001642,M65CC2C8205A0,2025-10-12,The API integration was smooth and the documentation was very helpful.,positive,account,low,False
FB001643,MD82118376DF3,2025-07-09,The API integration was smooth and the documentation was very helpful.,positive,disputes,medium,False
FB001644,M3A029F04D76D,2025-02-08,General question about account verification process.,neutral,account,medium,True
FB001645,M1C6A0198177B,2026-01-15,PayPal has been instrumental in helping us expand internationally. Reference: TKT22089,positive,billing,low,False
FB001646,M0D73A25092E5,2025-07-29,Great experience with the checkout process. Our conversion rate improved significantly.,positive,billing,low,True
FB001647,M9431C87F273E,2025-03-16,Transaction fees are higher than competitors. Need better rates for our volume. Reference: TKT66857,negative,general,low,True
FB001648,M96EA64F3A1AA,2025-12-18,Customer support resolved our issue quickly. Very satisfied with the service.,positive,features,medium,True
FB001649,MF7CADE80B7CC,2025-03-22,PayPal has been instrumental in helping us expand internationally.,positive,account,high,True
FB001650,M218A0AEFD1D1,2025-08-31,Transaction fees are higher than competitors. Need better rates for our volume.,negative,technical,medium,False
FB001651,M3BAA271BC35F,2025-12-15,The new dashboard features are excellent for tracking our business metrics.,positive,general,high,False
FB001652,M69D1FC78DBDA,2025-08-15,Customer support response time needs improvement.,negative,features,low,True
FB001653,M9D7311BA459F,2025-02-03,The new dashboard features are excellent for tracking our business metrics. Reference: TKT65214,positive,technical,low,True
FB001654,MCD4BB35C75BA,2025-04-01,General question about account verification process.,neutral,technical,medium,True
FB001655,M8CE6790CC6A9,2025-05-01,Customer support resolved our issue quickly. Very satisfied with the service. Reference: TKT58776,positive,technical,medium,True
FB001656,M7F6FFAA6BB0B,2025-04-30,Customer support resolved our issue quickly. Very satisfied with the service. Reference: TKT58209,positive,disputes,low,True
FB001657,M8DB9264228DC,2025-11-08,Need clarification on the cross-border fee structure.,neutral,features,high,True
FB001658,M5103C3584B06,2025-05-08,Looking for information about enterprise pricing options.,neutral,general,medium,True
FB001659,M3A15C7D0BBE6,2025-08-21,The API integration was smooth and the documentation was very helpful.,positive,general,medium,True
FB001660,M1D7F7ABC18FC,2025-10-14,Funds were held for too long without clear explanation. Reference: TKT99245,negative,account,low,True
FB001661,M6709E8D64A5F,2025-04-25,Great experience with the checkout process. Our conversion rate improved significantly.,positive,general,low,True
FB001662,M4AE67A7DD7E4,2025-05-31,PayPal has been instrumental in helping us expand internationally.,positive,billing,high,True
FB001663,M18EAD4C77C3F,2025-05-02,Great experience with the checkout process. Our conversion rate improved significantly.,positive,technical,medium,True
FB001664,MA49E9411D64F,2025-11-14,Customer support resolved our issue quickly. Very satisfied with the service.,positive,account,low,True
FB001665,MA97DA629B098,2025-03-11,The API integration was smooth and the documentation was very helpful.,positive,features,high,False
FB001666,M0829424FFA0D,2025-12-01,Customer support resolved our issue quickly. Very satisfied with the service.,positive,features,medium,True
FB001667,M801FD8C2A4E7,2025-04-11,The new dashboard features are excellent for tracking our business metrics.,positive,technical,low,False
FB001668,M7A6A74CBE87B,2025-03-18,The API integration was smooth and the documentation was very helpful.,positive,account,low,True
FB001669,M68D13CF26C4B,2025-05-07,Customer support response time needs improvement. Reference: TKT73626,negative,disputes,low,True
FB001670,MDB5CEA26CA37,2025-06-12,General question about account verification process.,neutral,general,low,False
FB001671,MC6335734DBC0,2025-12-04,General question about account verification process.,neutral,billing,low,True
FB001672,M88FEE0421317,2025-06-30,Inquiry about new features on the roadmap.,neutral,features,low,True
FB001673,M8D8818C8E140,2025-04-03,General question about account verification process.,neutral,disputes,low,True
FB001674,M500E75A036DC,2025-12-01,The new dashboard features are excellent for tracking our business metrics.,positive,technical,low,True
FB001675,M566A9968B436,2025-10-03,Requesting documentation for webhook implementation. Reference: TKT57560,neutral,general,high,True
FB001676,MC913303F392F,2025-06-18,Need clarification on the cross-border fee structure.,neutral,billing,low,True
FB001677,M9F396FE44E7C,2025-09-13,PayPal has been instrumental in helping us expand internationally.,positive,technical,low,False
FB001678,M82AA4B0AF34C,2025-03-07,Need clarification on the cross-border fee structure.,neutral,billing,low,True
FB001679,M23AF4B45F1E1,2025-08-03,PayPal has been instrumental in helping us expand internationally.,positive,general,low,True
FB001680,MA284DF1155EC,2026-01-01,Requesting documentation for webhook implementation. Reference: TKT58836,neutral,general,low,True
FB001681,MBBEB0C1B1FD4,2025-05-18,Integration issues caused downtime for our checkout.,negative,general,low,False
FB001682,MFDE9264CF376,2025-11-21,PayPal has been instrumental in helping us expand internationally.,positive,features,low,True
FB001683,M6766AA2750C1,2025-03-04,Customer support resolved our issue quickly. Very satisfied with the service.,positive,disputes,high,False
FB001684,M008BD5AD93B7,2025-02-01,The API integration was smooth and the documentation was very helpful.,positive,disputes,low,False
FB001685,MA486CD07E4AC,2025-02-15,The dispute resolution process took too long and we lost money.,negative,disputes,low,True
FB001686,MCFBCE4C1D7C4,2025-09-25,Inquiry about new features on the roadmap.,neutral,technical,low,True
FB001687,ME4873AA9A05C,2025-05-24,Customer support resolved our issue quickly. Very satisfied with the service.,positive,account,low,False
FB001688,MCDC0D6E63AA8,2025-06-03,Inquiry about new features on the roadmap. Reference: TKT89567,neutral,technical,medium,True
FB001689,MD93ED5B6DB83,2025-01-23,The API integration was smooth and the documentation was very helpful.,positive,features,high,True
FB001690,M2A8A812400DF,2025-01-28,PayPal has been instrumental in helping us expand internationally.,positive,general,medium,True
FB001691,M577FD60255D4,2026-01-15,Integration issues caused downtime for our checkout. Reference: TKT34604,negative,account,low,True
FB001692,M7B4773C039D5,2025-05-04,Inquiry about new features on the roadmap.,neutral,technical,medium,True
FB001693,MC8067AD1937F,2025-07-13,Customer support response time needs improvement.,negative,technical,medium,False
FB001694,M01EEE509EE2F,2025-03-04,Need clarification on the cross-border fee structure.,neutral,features,medium,True
FB001695,MC51CE410C124,2025-02-27,The new dashboard features are excellent for tracking our business metrics.,positive,billing,medium,True
FB001696,MB2AB001909A8,2025-06-29,Customer support response time needs improvement. Reference: TKT81600,negative,account,medium,True
FB001697,MD0921D442EE9,2025-04-20,The dispute resolution process took too long and we lost money.,negative,disputes,medium,True
FB001698,M70222949CC0D,2025-11-15,The API integration was smooth and the documentation was very helpful.,positive,disputes,low,True
FB001699,ME744F91C29EC,2025-06-19,Customer support response time needs improvement.,negative,features,medium,False
FB001700,M6EF80BB237AD,2025-10-18,Looking for information about enterprise pricing options. Reference: TKT90876,neutral,disputes,low,False
FB001701,M4F6FFE13A5D7,2025-03-27,Looking for information about enterprise pricing options. Reference: TKT40384,neutral,billing,medium,True
FB001702,MC4492CBE90FB,2025-01-24,Great experience with the checkout process. Our conversion rate improved significantly.,positive,billing,medium,True
FB001703,MA516A87CFCAE,2025-06-06,Funds were held for too long without clear explanation. Reference: TKT52214,negative,disputes,low,True
FB001704,M99ADFF456950,2025-03-01,Inquiry about new features on the roadmap.,neutral,billing,medium,True
FB001705,MDEA9DDB25CBF,2025-05-25,Great experience with the checkout process. Our conversion rate improved significantly.,positive,technical,high,True
FB001706,M2C6AE45A3E88,2025-02-26,The API integration was smooth and the documentation was very helpful.,positive,billing,low,False
FB001707,M8E296A067A37,2025-09-21,Inquiry about new features on the roadmap.,neutral,disputes,low,True
FB001708,M8DB9264228DC,2026-01-03,Great experience with the checkout process. Our conversion rate improved significantly.,positive,disputes,medium,True
FB001709,ME60E81C4CBE5,2025-06-11,Funds were held for too long without clear explanation.,negative,disputes,medium,False
